"","statistic","p.value","parameter","method","p_BH","significant"
"X64453_317.211_8.331_NA",11.6474396357684,0.0703122915351558,6,"Kruskal-Wallis rank sum test",0.214811611101357,"Nonsignificant"
"X26427_195.098_4.38_NA",11.6461914262329,0.0703435889200849,6,"Kruskal-Wallis rank sum test",0.214835038784485,"Nonsignificant"
"X78526_640.368_10.144_NA",11.642817679558,0.0704282458471628,6,"Kruskal-Wallis rank sum test",0.215021360390331,"Nonsignificant"
"X4117_294.169_2.018_NA",11.6414364640884,0.0704629315382829,6,"Kruskal-Wallis rank sum test",0.215055043150745,"Nonsignificant"
"X6372_261.131_2.38_NA",11.6401882545529,0.070494290653973,6,"Kruskal-Wallis rank sum test",0.215069143260614,"Nonsignificant"
"X85474_424.305_10.977_NA",11.6393697564968,0.07051486098327,6,"Kruskal-Wallis rank sum test",0.215069143260614,"Nonsignificant"
"X82774_284.331_10.514_NA",11.6365868631062,0.0705848414454398,6,"Kruskal-Wallis rank sum test",0.215210388471475,"Nonsignificant"
"X40458_195.122_5.577_NA",11.6316238966697,0.0707098021597884,6,"Kruskal-Wallis rank sum test",0.215519115399529,"Nonsignificant"
"X6308_312.144_2.502_NA",11.6238157356252,0.0709068132716311,6,"Kruskal-Wallis rank sum test",0.216047166979112,"Nonsignificant"
"X65580_305.159_8.491_NA",11.6192645633074,0.0710218788238541,6,"Kruskal-Wallis rank sum test",0.216322357084651,"Nonsignificant"
"X62741_263.164_8.087_NA",11.6176284018825,0.071063287247414,6,"Kruskal-Wallis rank sum test",0.216322357084651,"Nonsignificant"
"X90397_1347.88_12.329_NA",11.6174221522609,0.0710685086462664,6,"Kruskal-Wallis rank sum test",0.216322357084651,"Nonsignificant"
"X22948_430.263_4.13_NA;Spectral Match to Undecaethylene glycol from NIST14",11.6139246981787,0.071157103686523,6,"Kruskal-Wallis rank sum test",0.216401720229725,"Nonsignificant"
"X20182_476.306_4.013_NA;Spectral Match to Decaethylene glycol from NIST14",11.6137916922448,0.0711604749043001,6,"Kruskal-Wallis rank sum test",0.216401720229725,"Nonsignificant"
"X85964_501.32_10.944_NA",11.6135742786986,0.0711659858652527,6,"Kruskal-Wallis rank sum test",0.216401720229725,"Nonsignificant"
"X6238_249.123_2.544_NA",11.6092669326786,0.0712752487281031,6,"Kruskal-Wallis rank sum test",0.216661504993619,"Nonsignificant"
"X60857_587.411_7.849_NA",11.6060954745938,0.0713557965881813,6,"Kruskal-Wallis rank sum test",0.216708775005894,"Nonsignificant"
"X18686_358.244_3.709_NA;Spectral Match to Nonaethylene glycol from NIST14",11.6053100061388,0.0713757586466142,6,"Kruskal-Wallis rank sum test",0.216708775005894,"Nonsignificant"
"X9218_174.055_2.758_NA",11.6052562922038,0.0713771239314056,6,"Kruskal-Wallis rank sum test",0.216708775005894,"Nonsignificant"
"X3433_215.125_1.651_NA",11.6049016159882,0.071386139588941,6,"Kruskal-Wallis rank sum test",0.216708775005894,"Nonsignificant"
"X81812_405.263_10.541_NA",11.5980228156333,0.0715612019374003,6,"Kruskal-Wallis rank sum test",0.217167706279988,"Nonsignificant"
"X49180_351.216_6.429_NA",11.5954650092081,0.0716263976282022,6,"Kruskal-Wallis rank sum test",0.217293028773979,"Nonsignificant"
"X78528_464.3_10.007_NA",11.5932755269081,0.0716822485416922,6,"Kruskal-Wallis rank sum test",0.217389927865599,"Nonsignificant"
"X56516_289.179_7.142_NA",11.591927562922,0.0717166533138543,6,"Kruskal-Wallis rank sum test",0.21742174455804,"Nonsignificant"
"X2242_296.135_0.978_NA",11.5885384694087,0.071803221995162,6,"Kruskal-Wallis rank sum test",0.217611631460004,"Nonsignificant"
"X86198_510.4_11.068_NA",11.5837400245549,0.0719259545798971,6,"Kruskal-Wallis rank sum test",0.217910956028132,"Nonsignificant"
"X67818_354.279_8.838_NA",11.5813791692245,0.0719864103320851,6,"Kruskal-Wallis rank sum test",0.218021466602038,"Nonsignificant"
"X91302_1177.209_12.62_NA;(2S,3S,4S,5R,6R)-6-[[(3S,4S,6aR,6bS,8R,8aR,9R,10R,12aS,14bR)-10-acetyloxy-8a-(acetyloxymethyl)-8,9-dihydroxy-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-hydroxy-3,5-bis[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy]oxane-2-carboxylic acid",11.5768503340756,0.0721025136040292,6,"Kruskal-Wallis rank sum test",0.218300384178433,"Nonsignificant"
"X78490_552.352_10.138_NA",11.5737466748517,0.0721821798456865,6,"Kruskal-Wallis rank sum test",0.218468834606186,"Nonsignificant"
"X64158_279.159_8.234_NA;Spectral Match to Triphenylphosphine oxide from NIST14",11.5718411090648,0.0722311329394151,6,"Kruskal-Wallis rank sum test",0.218544246484247,"Nonsignificant"
"X42888_256.154_5.776_NA;judaicin (eudesmane naphthofuran)",11.5685466543893,0.072315837962802,6,"Kruskal-Wallis rank sum test",0.218727744097736,"Nonsignificant"
"X22379_209.117_4.046_NA;NCGC00380389-01!8-acetamido-2-methyl-7-oxononanoic acid",11.561765909556,0.0724904679127388,6,"Kruskal-Wallis rank sum test",0.219183017712877,"Nonsignificant"
"X80335_417.263_10.339_NA",11.5553279107837,0.0726566295966308,6,"Kruskal-Wallis rank sum test",0.219612392384497,"Nonsignificant"
"X65774_278.175_8.53_NA;Spectral Match to Dihydrokavain from NIST14",11.5529158993247,0.0727189725814312,6,"Kruskal-Wallis rank sum test",0.219622018932061,"Nonsignificant"
"X78035_267.195_10.084_NA",11.5515014323717,0.072755555018741,6,"Kruskal-Wallis rank sum test",0.219622018932061,"Nonsignificant"
"X85854_504.319_11.006_NA",11.5504355738963,0.0727831325522294,6,"Kruskal-Wallis rank sum test",0.219622018932061,"Nonsignificant"
"X9227_446.166_2.756_NA",11.5503657663187,0.0727849390567267,6,"Kruskal-Wallis rank sum test",0.219622018932061,"Nonsignificant"
"X22524_520.332_4.209_NA;Spectral Match to Decaethylene glycol from NIST14",11.5497544505832,0.072800760656567,6,"Kruskal-Wallis rank sum test",0.219622018932061,"Nonsignificant"
"X24261_548.29_4.391_NA",11.5495677307142,0.0728055938256972,6,"Kruskal-Wallis rank sum test",0.219622018932061,"Nonsignificant"
"X1534_306.852_0.749_NA",11.5486673828525,0.0728289031104446,6,"Kruskal-Wallis rank sum test",0.219622018932061,"Nonsignificant"
"X65325_214.18_8.473_NA",11.5454752404338,0.0729116004071325,6,"Kruskal-Wallis rank sum test",0.219798498309565,"Nonsignificant"
"X57511_235.133_7.39_NA",11.5437180274198,0.072957160505515,6,"Kruskal-Wallis rank sum test",0.219862944420332,"Nonsignificant"
"X34135_183.101_5.038_NA",11.5388684264375,0.0730830342154354,6,"Kruskal-Wallis rank sum test",0.220158009306179,"Nonsignificant"
"X81034_270.185_10.431_NA",11.5380806220586,0.073103500890382,6,"Kruskal-Wallis rank sum test",0.220158009306179,"Nonsignificant"
"X80241_694.435_10.194_NA;NCGC00380799-01!5-[5-[5-(3,5-dihydroxydecanoyloxy)-3-hydroxydecanoyl]oxy-3-hydroxydecanoyl]oxy-3-hydroxydecanoic acid",11.5334765704932,0.0732232167150252,6,"Kruskal-Wallis rank sum test",0.220441066349709,"Nonsignificant"
"X82320_582.327_10.57_NA",11.5326018713522,0.0732459812409229,6,"Kruskal-Wallis rank sum test",0.220441066349709,"Nonsignificant"
"X76385_309.205_9.909_NA",11.5245421526499,0.0734560461151031,6,"Kruskal-Wallis rank sum test",0.221000122858543,"Nonsignificant"
"X83085_461.267_10.658_NA",11.5217490280335,0.0735289739245472,6,"Kruskal-Wallis rank sum test",0.221048142734604,"Nonsignificant"
"X87311_688.199_11.314_NA;Contaminant vial septum ThermoFisher C5000-44B",11.5213976731768,0.0735381524241239,6,"Kruskal-Wallis rank sum test",0.221048142734604,"Nonsignificant"
"X54462_391.211_7.026_NA",11.521137712298,0.0735449441016473,6,"Kruskal-Wallis rank sum test",0.221048142734604,"Nonsignificant"
"X91476_758.221_12.679_Contaminants septum vial Thermo C4000-53 and C4000-54 serie;[4-[4,5-dihydroxy-6-methyl-3-(3,4,5-trihydroxyoxan-2-yl)oxyoxan-2-yl]oxy-6-[2-(3,4-dihydroxyphenyl)ethoxy]-5-hydroxy-2-(hydroxymethyl)oxan-3-yl] (E)-3-(3,4-dihydroxyphenyl)prop-2-enoate",11.5186633752951,0.0736096169096154,6,"Kruskal-Wallis rank sum test",0.221169410754205,"Nonsignificant"
"X76358_644.457_9.914_NA",11.5147329650092,0.0737124551573401,6,"Kruskal-Wallis rank sum test",0.221333924079666,"Nonsignificant"
"X73101_468.332_9.474_NA",11.5147099447514,0.0737130578655112,6,"Kruskal-Wallis rank sum test",0.221333924079666,"Nonsignificant"
"X30682_264.195_4.739_NA",11.5104153877634,0.0738255756606051,6,"Kruskal-Wallis rank sum test",0.221598591583434,"Nonsignificant"
"X84301_408.332_10.91_NA",11.5094629361179,0.0738505513496654,6,"Kruskal-Wallis rank sum test",0.221600400287511,"Nonsignificant"
"X84790_540.446_10.858_NA",11.5073639246981,0.0739056201368988,6,"Kruskal-Wallis rank sum test",0.221692477164198,"Nonsignificant"
"X20901_358.244_3.915_NA",11.5027726621649,0.0740262060965881,6,"Kruskal-Wallis rank sum test",0.221980958387262,"Nonsignificant"
"X90332_887.566_12.303_NA",11.4951110695004,0.0742278343692236,6,"Kruskal-Wallis rank sum test",0.222431344998312,"Nonsignificant"
"X16739_388.254_3.533_NA;Spectral Match to Nonaethylene glycol from NIST14",11.494237262124,0.0742508621599767,6,"Kruskal-Wallis rank sum test",0.222431344998312,"Nonsignificant"
"X51741_340.269_6.709_NA",11.4939098629015,0.0742594919304398,6,"Kruskal-Wallis rank sum test",0.222431344998312,"Nonsignificant"
"X54259_491.319_7.016_NA",11.4933497032945,0.0742742590645486,6,"Kruskal-Wallis rank sum test",0.222431344998312,"Nonsignificant"
"X6737_295.128_2.447_NA",11.4902880090035,0.0743550202420527,6,"Kruskal-Wallis rank sum test",0.222576717366534,"Nonsignificant"
"X87054_589.244_11.253_NA",11.48965367301,0.0743717627980126,6,"Kruskal-Wallis rank sum test",0.222576717366534,"Nonsignificant"
"X84912_672.525_10.874_NA",11.4858297524044,0.0744727640635039,6,"Kruskal-Wallis rank sum test",0.222805650169588,"Nonsignificant"
"X56578_211.133_7.296_NA;jasmonic acid methyl ester CollisionEnergy:102040",11.4801104972375,0.0746240619055402,6,"Kruskal-Wallis rank sum test",0.223119769226889,"Nonsignificant"
"X52408_381.808_6.785_NA",11.4800056271741,0.0746268387834326,6,"Kruskal-Wallis rank sum test",0.223119769226889,"Nonsignificant"
"X65615_253.143_8.505_NA",11.4769976468181,0.074706528167154,6,"Kruskal-Wallis rank sum test",0.223218924878812,"Nonsignificant"
"X89572_762.196_12.055_NA;[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] (1S,4aR,6aS,6bR,9S,10R,11R,12aR)-1,10,11-trihydroxy-9-(hydroxymethyl)-2,2,6a,6b,9,12a-hexamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylate",11.4769004062147,0.0747091056320087,6,"Kruskal-Wallis rank sum test",0.223218924878812,"Nonsignificant"
"X91768_577.446_12.815_NA",11.4739180478821,0.0747881958488973,6,"Kruskal-Wallis rank sum test",0.223381825446181,"Nonsignificant"
"X50377_307.117_6.559_NA",11.4700711070185,0.074890327757355,6,"Kruskal-Wallis rank sum test",0.223613418709318,"Nonsignificant"
"X66752_389.195_8.674_NA",11.4675260896255,0.0749579654310951,6,"Kruskal-Wallis rank sum test",0.223741898128535,"Nonsignificant"
"X31693_556.348_4.835_NA",11.4637636986242,0.0750580593716388,6,"Kruskal-Wallis rank sum test",0.22396714007448,"Nonsignificant"
"X86028_306.263_11.023_NA",11.4584167407717,0.0752005199056701,6,"Kruskal-Wallis rank sum test",0.224318611214683,"Nonsignificant"
"X49501_432.258_6.46_NA",11.4539047655956,0.0753209267712316,6,"Kruskal-Wallis rank sum test",0.224587742654764,"Nonsignificant"
"X87477_594.6_11.356_NA",11.4526114264222,0.0753554735176078,6,"Kruskal-Wallis rank sum test",0.224587742654764,"Nonsignificant"
"X69241_707.426_9.063_NA",11.4522605445039,0.0753648485305416,6,"Kruskal-Wallis rank sum test",0.224587742654764,"Nonsignificant"
"X76327_515.357_9.912_NA;NCGC00381059-01!5-[5-(3,5-dihydroxydecanoyloxy)-3-hydroxydecanoyl]oxy-3-hydroxydecanoic acid",11.4493580587322,0.0754424394410711,6,"Kruskal-Wallis rank sum test",0.224745301244501,"Nonsignificant"
"X89649_565.566_12.191_NA",11.4469817884182,0.0755060178258279,6,"Kruskal-Wallis rank sum test",0.224861026555004,"Nonsignificant"
"X65715_281.174_8.491_NA",11.4455391855945,0.0755446394172282,6,"Kruskal-Wallis rank sum test",0.224899594189069,"Nonsignificant"
"X70186_375.238_9.204_NA",11.444650502109,0.0755684404143871,6,"Kruskal-Wallis rank sum test",0.224899594189069,"Nonsignificant"
"X60510_485.179_7.796_NA",11.4431425209741,0.0756088433777665,6,"Kruskal-Wallis rank sum test",0.224946205494324,"Nonsignificant"
"X40236_407.169_5.553_NA",11.4399324739104,0.0756949153809771,6,"Kruskal-Wallis rank sum test",0.225128613229913,"Nonsignificant"
"X56408_389.195_7.222_NA",11.4389502762431,0.0757212693128313,6,"Kruskal-Wallis rank sum test",0.225133348787528,"Nonsignificant"
"X36133_181.122_5.204_NA;Spectral Match to Jasmine lactone from NIST14",11.4354000409248,0.0758165980176941,6,"Kruskal-Wallis rank sum test",0.225343088975768,"Nonsignificant"
"X15303_377.143_3.391_NA",11.4307218129733,0.075942383011402,6,"Kruskal-Wallis rank sum test",0.225643185078322,"Nonsignificant"
"X24491_379.138_4.384_NA",11.4238566605279,0.0761273151493558,6,"Kruskal-Wallis rank sum test",0.22601837073407,"Nonsignificant"
"X7573_245.1_2.552_NA",11.4234821846742,0.0761374145777534,6,"Kruskal-Wallis rank sum test",0.22601837073407,"Nonsignificant"
"X62649_389.195_8.025_NA",11.4224856762839,0.0761642959024302,6,"Kruskal-Wallis rank sum test",0.22601837073407,"Nonsignificant"
"X6101_374.144_2.27_NA",11.4223449969306,0.0761680915012308,6,"Kruskal-Wallis rank sum test",0.22601837073407,"Nonsignificant"
"X75504_231.138_9.829_NA",11.4214011663597,0.0761935610055447,6,"Kruskal-Wallis rank sum test",0.226020181619058,"Nonsignificant"
"X4137_444.149_1.957_NA",11.4195007161859,0.0762448688304201,6,"Kruskal-Wallis rank sum test",0.226098612983098,"Nonsignificant"
"X48660_283.153_6.204_NA",11.4158379373849,0.0763438449130339,6,"Kruskal-Wallis rank sum test",0.226261752958203,"Nonsignificant"
"X8168_309.144_2.649_NA",11.4156230816452,0.0763496544298028,6,"Kruskal-Wallis rank sum test",0.226261752958203,"Nonsignificant"
"X4745_297.144_2.109_NA",11.4136279926336,0.0764036193073851,6,"Kruskal-Wallis rank sum test",0.226347900535271,"Nonsignificant"
"X5940_404.155_2.276_NA",11.4110164722734,0.0764743108095355,6,"Kruskal-Wallis rank sum test",0.226483528951237,"Nonsignificant"
"X45887_513.324_6.057_NA;15-formyl-16-hydroxy-1,2,14,17,17-pentamethyl-8-(prop-1-en-2-yl)pentacyclo[11.7.0.0�,�?.0?,?.0�?,�?]icosane-5-carboxylic acid",11.4060850214855,0.0766079643290839,6,"Kruskal-Wallis rank sum test",0.226805474334103,"Nonsignificant"
"X9601_320.149_2.796_NA",11.4044071004706,0.0766534886147037,6,"Kruskal-Wallis rank sum test",0.226866379715132,"Nonsignificant"
"X91073_809.447_12.701_NA",11.4025373439738,0.0767042468788696,6,"Kruskal-Wallis rank sum test",0.226908351434733,"Nonsignificant"
"X71654_399.238_9.396_NA",11.4020462451401,0.0767175838440795,6,"Kruskal-Wallis rank sum test",0.226908351434733,"Nonsignificant"
"X2776_251.102_1.132_NA",11.393521076325,0.0769494442902546,6,"Kruskal-Wallis rank sum test",0.227520113003901,"Nonsignificant"
"X35940_370.243_5.181_NA",11.3918947320167,0.0769937491486521,6,"Kruskal-Wallis rank sum test",0.227577102490099,"Nonsignificant"
"X10699_296.149_2.923_NA",11.3880882954778,0.0770975354903011,6,"Kruskal-Wallis rank sum test",0.227740771843079,"Nonsignificant"
"X84186_425.305_10.792_NA",11.3875869654184,0.0771112143146829,6,"Kruskal-Wallis rank sum test",0.227740771843079,"Nonsignificant"
"X70167_303.195_9.201_NA",11.387108655617,0.0771242671034801,6,"Kruskal-Wallis rank sum test",0.227740771843079,"Nonsignificant"
"X29166_260.149_4.617_NA;NCGC00380116-01!2-hexyl-3-hydroxypentanedioic acid",11.3841288111316,0.0772056309009144,6,"Kruskal-Wallis rank sum test",0.227907011737375,"Nonsignificant"
"X66590_390.212_8.65_NA",11.3784223449969,0.0773616639526132,6,"Kruskal-Wallis rank sum test",0.228265495244192,"Nonsignificant"
"X74469_820.599_9.71_NA",11.3778517063948,0.0773772829237353,6,"Kruskal-Wallis rank sum test",0.228265495244192,"Nonsignificant"
"X66067_235.133_8.578_NA;Curcumenol",11.3768032535298,0.0774059877006396,6,"Kruskal-Wallis rank sum test",0.228276107743826,"Nonsignificant"
"X75876_533.278_9.947_NA",11.3741011230239,0.0774800122259735,6,"Kruskal-Wallis rank sum test",0.228420321387338,"Nonsignificant"
"X27217_414.979_4.448_NA",11.3698460200533,0.0775967117592325,6,"Kruskal-Wallis rank sum test",0.228690211771456,"Nonsignificant"
"X64930_365.196_8.339_NA",11.3687615101289,0.0776264810402626,6,"Kruskal-Wallis rank sum test",0.228703812578764,"Nonsignificant"
"X92308_639.404_13.054_NA",11.3661141804788,0.0776991929354169,6,"Kruskal-Wallis rank sum test",0.228799254501472,"Nonsignificant"
"X64444_402.3_8.2_NA",11.3645564763659,0.0777420061942632,6,"Kruskal-Wallis rank sum test",0.228799254501472,"Nonsignificant"
"X86885_631.218_11.216_NA",11.3643723143033,0.0777470692888895,6,"Kruskal-Wallis rank sum test",0.228799254501472,"Nonsignificant"
"X77585_343.226_10.146_NA",11.3636868221813,0.0777659179076102,6,"Kruskal-Wallis rank sum test",0.228799254501472,"Nonsignificant"
"X86785_697.485_11.176_NA",11.3630038878657,0.0777847003590025,6,"Kruskal-Wallis rank sum test",0.228799254501472,"Nonsignificant"
"X59586_263.164_7.752_NA",11.3611111111111,0.0778367783167403,6,"Kruskal-Wallis rank sum test",0.228878392126715,"Nonsignificant"
"X66257_664.354_8.593_NA",11.3599820170306,0.0778678594796768,6,"Kruskal-Wallis rank sum test",0.228895757642813,"Nonsignificant"
"X44686_383.206_5.939_NA",11.359064865971,0.0778931147453334,6,"Kruskal-Wallis rank sum test",0.228895992005356,"Nonsignificant"
"X87392_984.235_11.306_NA;(3S,4R)-7-hydroxy-3-[(3S,4R)-7-hydroxy-4-(4-hydroxyphenyl)-2-oxo-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-3-yl]-4-(4-hydroxyphenyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-2-one",11.3568256806544,0.0779548059324783,6,"Kruskal-Wallis rank sum test",0.229003261886298,"Nonsignificant"
"X90514_389.283_12.362_NA",11.3500832959808,0.0781408339453079,6,"Kruskal-Wallis rank sum test",0.229473188560732,"Nonsignificant"
"X81861_285.184_10.525_NA",11.3491994065888,0.0781652513168265,6,"Kruskal-Wallis rank sum test",0.229473188560732,"Nonsignificant"
"X31067_348.18_4.776_NA",11.3475240433803,0.0782115522664708,6,"Kruskal-Wallis rank sum test",0.229535001035104,"Nonsignificant"
"X72996_485.356_9.544_NA",11.340470410093,0.0784067647106715,6,"Kruskal-Wallis rank sum test",0.230025715007882,"Nonsignificant"
"X1870_151.035_0.887_NA",11.3396551084563,0.0784293572948122,6,"Kruskal-Wallis rank sum test",0.230025715007882,"Nonsignificant"
"X62005_283.153_7.867_NA",11.3376304481277,0.0784854878513299,6,"Kruskal-Wallis rank sum test",0.230116109495096,"Nonsignificant"
"X6603_297.144_2.449_NA",11.331959791283,0.0786428938569676,6,"Kruskal-Wallis rank sum test",0.230479813151556,"Nonsignificant"
"X80161_323.258_10.455_NA;Spectral Match to 12(S)-Hydroxy-16-heptadecynoic acid from NIST14",11.3313356865153,0.0786602353947733,6,"Kruskal-Wallis rank sum test",0.230479813151556,"Nonsignificant"
"X91897_562.401_12.882_NA",11.329290866158,0.078717077840156,6,"Kruskal-Wallis rank sum test",0.230572059189014,"Nonsignificant"
"X54804_430.207_7.072_NA",11.3263326171475,0.0787993785799893,6,"Kruskal-Wallis rank sum test",0.230738792286397,"Nonsignificant"
"X77891_499.371_10.067_NA",11.3247058522611,0.0788446699857994,6,"Kruskal-Wallis rank sum test",0.230797082907562,"Nonsignificant"
"X44935_402.212_5.963_NA",11.3229563126663,0.0788934062107419,6,"Kruskal-Wallis rank sum test",0.230865416565196,"Nonsignificant"
"X41560_370.186_5.556_NA",11.3163188049928,0.0790785555228818,6,"Kruskal-Wallis rank sum test",0.231332762810181,"Nonsignificant"
"X26492_396.164_4.385_NA",11.3074150808268,0.0793275442708959,6,"Kruskal-Wallis rank sum test",0.231986501290121,"Nonsignificant"
"X58176_301.182_7.624_NA",11.3017988949635,0.0794849672980373,6,"Kruskal-Wallis rank sum test",0.232290721314117,"Nonsignificant"
"X32770_240.196_4.917_NA",11.3001918354819,0.0795300661413206,6,"Kruskal-Wallis rank sum test",0.232290721314117,"Nonsignificant"
