"feature","cluster"
"X9340_278.138_2.806_NA","cluster2"
"X70701_277.179_9.347_NA;Octinoxate","cluster2"
"X59322_251.164_7.638_NA","cluster2"
"X10981_324.107_2.952_NA","cluster2"
"X50479_223.133_6.572_NA","cluster2"
"X71651_315.195_9.631_NA;(1S,5R,9S,13R)-14-formyl-5,9-dimethyltetracyclo[11.2.1.0¹,¹�?�.0�?�,�?�]hexadec-14-ene-5-carboxylic acid","cluster2"
"X86589_565.566_11.138_NA","cluster2"
"X88424_592.371_11.668_NA;Spectral Match to Undecaethylene glycol from NIST14","cluster2"
"X88645_680.424_11.743_NA","cluster2"
"X87388_460.293_11.333_NA","cluster2"
"X88423_512.415_11.661_NA;Spectral Match to Nonaethylene glycol from NIST14","cluster2"
"X88538_556.441_11.718_NA;Spectral Match to Decaethylene glycol from NIST14","cluster2"
"X87387_380.337_11.315_NA","cluster2"
"X56609_319.19_7.362_NA","cluster2"
"X50365_309.169_6.561_NA","cluster2"
"X3176_265.118_1.526_NA","cluster2"
"X87079_922.289_11.274_NA;(3S,4R,6aR,6bS,8aS,11R,12R,12aS,14bR)-3,12-dihydroxy-4,6a,6b,11,12,14b-hexamethyl-8a-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxycarbonyl-1,2,3,4a,5,6,7,8,9,10,11,12a,14,14a-tetradecahydropicene-4-carboxylic acid","cluster2"
"X84649_587.548_10.842_NA","cluster2"
"X84985_565.566_10.884_NA","cluster2"
"X31913_297.133_4.844_NA","cluster2"
"X70606_235.169_9.258_NA","cluster2"
"X59286_365.196_7.563_NA","cluster2"
"X52537_293.174_6.8_NA","cluster2"
"X50240_281.174_6.54_NA","cluster2"
"X70448_375.216_9.239_NA","cluster2"
"X56261_352.211_7.253_NA","cluster2"
"X56673_421.221_7.304_NA","cluster2"
"X34099_377.159_5.036_NA","cluster2"
"X17856_339.143_3.635_NA","cluster2"
"X59702_321.169_7.486_NA;NCGC00384809-01!5-[5-hydroxy-3-(hydroxymethyl)pentyl]-8a-(hydroxymethyl)-5,6-dimethyl-3,4,4a,6,7,8-hexahydronaphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847958]","cluster2"
"X79444_546.379_10.151_NA","cluster2"
"X71199_641.498_9.328_NA","cluster2"
"X79591_357.205_10.258_NA","cluster2"
"X65802_323.185_8.531_NA","cluster2"
"X81197_494.277_10.447_NA","cluster2"
"X50377_307.117_6.559_NA","cluster2"
"X1591_214.918_0.812_NA","cluster2"
"X87477_594.6_11.356_NA","cluster2"
"X17697_360.165_3.619_NA","cluster2"
"X62541_303.158_8.11_NA","cluster2"
"X66924_275.164_8.701_NA","cluster2"
"X42807_223.133_5.863_NA","cluster2"
"X71107_301.179_9.321_NA","cluster2"
"X63316_403.211_8.168_NA","cluster2"
"X54299_395.206_7.007_NA","cluster2"
"X74613_475.268_9.714_NA","cluster2"
"X15818_339.155_3.547_NA","cluster2"
"X59550_363.18_7.501_NA","cluster2"
"X69537_317.174_9.214_NA;14-(hydroxymethyl)-5,9-dimethyltetracyclo[11.2.1.0�,�?.0?,?]hexadecan-5-ol","cluster2"
"X34102_344.17_5.061_NA","cluster2"
"X2513_151.035_1.13_NA","cluster2"
"X88683_866.46_11.767_NA;Contaminant vial septum ThermoFisher C5000-44B","cluster2"
"X89262_866.459_11.971_NA;Contaminant vial septum ThermoFisher C5000-44B","cluster2"
"X88668_1295.364_11.756_NA;Contaminant vial septum ThermoFisher C5000-44B","cluster2"
"X63498_317.174_8.194_NA","cluster2"
"X71082_347.185_9.315_NA","cluster2"
"X37514_351.144_5.337_NA","cluster2"
"X68448_389.195_8.937_NA","cluster2"
"X68267_417.226_8.909_NA","cluster2"
"X10435_388.16_2.975_NA","cluster2"
"X63130_331.19_8.238_NA","cluster2"
"X58581_279.159_7.581_NA;Massbank:NA002717 (+)-Costunolide|Costunolide|(3aS,6E,10E,11aR)-6,10-dimethyl-3-methylidene-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-2-one","cluster2"
"X72303_357.205_9.423_NA","cluster2"
"X58998_370.222_7.518_NA","cluster2"
"X69944_233.153_9.168_NA;Methyl Jasmonate (Mixiture of isomers) CollisionEnergy:205060","cluster2"
"X64623_305.174_8.317_NA","cluster2"
"X55132_279.159_7.182_NA","cluster2"
"X77902_303.195_10.089_NA","cluster2"
"X66858_321.169_8.692_NA","cluster2"
"X54917_356.206_7.089_NA","cluster2"
"X71443_287.163_9.458_NA","cluster2"
"X59578_361.164_7.669_NA","cluster2"
"X61977_319.19_8.014_NA","cluster2"
"X9304_306.16_2.767_NA","cluster2"
"X1080_316.978_0.679_NA","cluster2"
"X51164_207.138_6.648_NA;Massbank:AC000287 Walleminone|(1R,4S,5S,6R,9R)-5,6-dihydroxy-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undecan-3-one","cluster2"
"X87936_556.399_11.486_NA","cluster2"
"X88884_332.331_11.851_NA","cluster2"
"X56268_412.233_7.256_NA","cluster2"
"X56682_249.148_7.304_NA;Parthenolide [M+NH4]+","cluster2"
"X68986_313.179_9.075_NA","cluster2"
"X55165_368.206_6.993_NA","cluster2"
"X72547_349.201_9.488_NA","cluster2"
"X62829_329.174_8.193_NA","cluster2"
"X90597_906.258_12.403_NA;(3S,4R)-7-hydroxy-3-[(3S,4R)-7-hydroxy-4-(4-hydroxyphenyl)-2-oxo-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-3-yl]-4-(4-hydroxyphenyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-2-one","cluster2"
"X88373_856.608_11.639_NA","cluster2"
"X90407_332.331_12.33_NA","cluster2"
"X91217_705.549_12.607_NA;Contaminant vial septum ThermoFisher C5000-44B","cluster2"
"X89106_980.277_12.019_NA;(3S,4R)-7-hydroxy-3-[(3S,4R)-7-hydroxy-4-(4-hydroxyphenyl)-2-oxo-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-3-yl]-4-(4-hydroxyphenyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-2-one","cluster2"
"X70276_415.21_9.203_NA","cluster2"
"X65567_401.194_8.461_NA","cluster2"
"X92147_1074.306_12.968_NA;(2S,3S,4S,5R,6R)-6-[[(3S,4S,6aR,6bS,8R,8aR,9R,10R,12aS,14bR)-8a-(acetyloxymethyl)-8,9-dihydroxy-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-10-[(E)-2-methylbut-2-enoyl]oxy-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-hydroxy-3,5-bis[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy]oxane-2-carboxylic acid","cluster2"
"X89576_779.564_12.049_NA","cluster2"
"X89123_830.591_11.919_NA","cluster2"
"X3309_249.123_1.612_NA","cluster2"
"X71600_313.179_9.433_NA","cluster2"
"X19151_326.159_3.633_NA","cluster2"
"X20366_325.139_3.673_NA;RIBOFLAVIN","cluster2"
"X73109_285.148_9.548_NA","cluster2"
"X58754_345.169_7.513_NA","cluster2"
"X74495_319.19_9.715_NA","cluster2"
"X55232_321.169_7.128_NA","cluster2"
"X74527_351.216_9.596_NA","cluster2"
"X83363_349.237_10.692_NA","cluster2"
"X60466_421.221_7.787_NA","cluster2"
"X64801_291.158_8.27_NA","cluster2"
"X70167_303.195_9.201_NA","cluster2"
"X73237_371.327_9.576_NA;Spectral Match to Heptadecasphing-4-enine from NIST14","cluster2"
"X73202_268.263_9.573_NA;Gly-C14:0","cluster2"
"X65157_310.216_8.44_NA","cluster2"
"X63776_310.216_8.237_NA","cluster2"
"X51762_332.187_6.709_NA","cluster2"
"X87745_438.378_11.417_NA","cluster2"
"X87704_429.318_11.406_NA","cluster2"
"X90468_423.325_12.345_NA","cluster2"
"X91578_394.346_12.718_NA","cluster2"
"X61415_571.372_7.914_NA","cluster2"
"X61302_186.16_7.91_NA","cluster2"
"X61366_269.199_7.914_NA","cluster2"
"X73556_389.231_9.604_NA","cluster2"
"X32001_402.176_4.865_NA","cluster2"
"X91991_536.575_12.88_NA","cluster2"
"X63324_335.185_8.17_NA","cluster2"
"X66995_279.159_8.715_NA","cluster2"
"X39716_425.18_5.546_NA","cluster2"
"X5815_279.134_2.293_NA","cluster2"
"X60915_340.284_7.869_NA","cluster2"
"X74295_463.341_9.69_NA","cluster2"
"X73524_313.321_9.746_NA","cluster2"
"X47940_191.165_6.275_NA","cluster2"
"X67403_792.567_8.778_NA","cluster2"
"X74469_820.599_9.71_NA","cluster2"
"X77039_834.615_9.99_NA","cluster2"
"X70850_850.609_9.293_NA","cluster2"
"X78989_892.656_10.202_NA","cluster2"
"X76511_878.641_9.937_NA","cluster2"
"X74722_781.528_9.744_NA","cluster2"
"X74884_776.573_9.755_NA","cluster2"
"X71708_762.557_9.432_NA","cluster2"
"X72308_718.531_9.467_NA","cluster2"
"X46907_316.227_6.167_NA","cluster2"
"X63609_513.266_8.188_NA","cluster2"
"X55767_440.279_7.195_NA","cluster2"
"X53646_393.284_6.936_NA","cluster2"
"X46064_321.226_6.081_NA","cluster2"
"X45036_307.247_5.977_NA","cluster2"
"X54999_379.305_7.103_NA","cluster2"
"X51455_365.289_6.67_NA","cluster2"
"X69362_394.227_9.097_NA","cluster2"
"X43229_321.226_5.809_NA","cluster2"
"X81381_450.289_10.462_NA","cluster2"
"X63142_366.198_8.137_NA","cluster2"
"X71793_394.228_9.403_NA","cluster2"
"X79482_450.289_10.247_NA","cluster2"
"X30057_235.19_4.687_NA","cluster2"
"X39650_293.231_5.492_NA","cluster2"
"X75902_422.259_9.87_NA","cluster2"
"X57513_308.206_7.408_NA","cluster2"
"X3051_166.086_1.45_Spectral Match to DL-Phenylalanine from NIST14","cluster2"
"X61599_571.116_7.944_NA","cluster2"
"X89632_833.24_12.125_NA;2,2,6b,9,9,12a-hexamethyl-4a-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-10-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-6a-carboxylic acid","cluster2"
"X89806_832.239_12.169_NA;(3S,4R)-7-hydroxy-3-[(3S,4R)-7-hydroxy-4-(4-hydroxyphenyl)-2-oxo-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-3-yl]-4-(4-hydroxyphenyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-2-one","cluster2"
"X90537_832.239_12.365_NA;(3S,4R)-7-hydroxy-3-[(3S,4R)-7-hydroxy-4-(4-hydroxyphenyl)-2-oxo-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-3-yl]-4-(4-hydroxyphenyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-2-one","cluster2"
"X90671_835.239_12.413_NA;2-[4-[4-[3,5-dihydroxy-4-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]phenyl]-2,5-bis(4-hydroxyphenyl)oxolan-3-yl]-2,6-dihydroxyphenyl]-6-(hydroxymethyl)oxane-3,4,5-triol","cluster2"
"X79267_321.206_10.056_NA","cluster2"
"X32171_337.139_4.868_NA","cluster2"
"X62457_277.143_7.995_NA","cluster2"
"X50828_386.217_6.701_NA","cluster2"
"X59896_408.238_7.802_NA","cluster2"
"X57843_377.195_7.513_NA","cluster2"
"X86350_1148.324_11.15_NA;(2S,3S,4S,5R,6R)-6-[[(3S,4S,6aR,6bS,8R,8aR,9R,10R,12aS,14bR)-8a-(acetyloxymethyl)-8,9-dihydroxy-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-10-[(E)-2-methylbut-2-enoyl]oxy-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-hydroxy-3,5-bis[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy]oxane-2-carboxylic acid","cluster2"
"X90847_793.442_12.473_NA","cluster2"
"X90897_792.441_12.493_NA;Contaminant vial septum ThermoFisher C5000-44B","cluster2"
"X90898_794.44_12.493_NA","cluster2"
"X90332_887.566_12.303_NA","cluster2"
"X89098_832.239_11.887_NA;(3S,4R)-7-hydroxy-3-[(3S,4R)-7-hydroxy-4-(4-hydroxyphenyl)-2-oxo-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-3-yl]-4-(4-hydroxyphenyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-2-one","cluster2"
"X24014_458.165_4.176_NA","cluster2"
"X21019_321.144_3.753_NA","cluster2"
"X52544_351.18_6.699_NA","cluster2"
"X20281_339.155_3.855_NA","cluster2"
"X42098_351.144_5.575_NA","cluster2"
"X53868_365.196_7.052_NA","cluster2"
"X69022_590.403_9.055_NA","cluster2"
"X40192_339.144_5.55_NA","cluster2"
"X51195_247.133_6.649_NA","cluster2"
"X52195_277.143_6.741_NA","cluster2"
"X60243_261.148_7.762_NA","cluster2"
"X58073_371.184_7.485_NA","cluster2"
"X49241_319.154_6.52_NA","cluster2"
"X37289_444.186_5.265_NA","cluster2"
"X60916_349.201_7.869_NA","cluster2"
"X35245_397.149_5.128_NA","cluster2"
"X54709_391.174_7.056_NA","cluster2"
"X49651_412.196_6.54_NA","cluster2"
"X62428_311.185_8.044_NA","cluster2"
"X52752_367.175_6.717_NA","cluster2"
"X76300_305.174_9.912_NA","cluster2"
"X61569_321.169_7.903_NA","cluster2"
"X54394_398.217_6.934_NA","cluster2"
"X66323_363.18_8.607_NA","cluster2"
"X64058_375.179_8.278_NA","cluster2"
"X56852_365.196_7.329_NA","cluster2"
"X90643_508.544_12.391_NA","cluster2"
"X91294_508.544_12.611_NA","cluster2"
"X60376_352.211_7.806_NA","cluster2"
"X43684_328.175_5.85_NA;NCGC00380332-01!5-amino-3-[(2E)-2-(3,5-dimethyl-2-oxocyclohexylidene)ethyl]-5-oxopentanoic acid","cluster2"
"X61869_333.169_8.017_NA","cluster2"
"X5653_193.133_2.266_NA","cluster2"
"X33421_442.17_4.929_NA","cluster2"
"X80825_317.211_10.418_NA","cluster2"
"X46871_364.248_6.044_NA","cluster2"
"X44711_307.153_5.941_NA","cluster2"
"X52738_261.148_6.818_NA","cluster2"
"X45311_393.19_5.99_NA","cluster2"
"X10082_309.144_2.886_NA","cluster2"
"X33317_409.149_5.049_NA","cluster2"
"X56366_351.18_7.266_NA","cluster2"
"X78349_483.331_10.127_NA","cluster2"
"X12530_411.128_3.123_NA","cluster2"
"X49365_339.18_6.448_NA","cluster2"
"X29805_439.159_4.666_NA","cluster2"
"X18553_425.143_3.696_NA","cluster2"
"X17359_395.133_3.694_NA","cluster2"
"X54259_491.319_7.016_NA","cluster2"
"X77288_800.5_10.02_NA","cluster2"
"X77289_805.455_10.008_NA","cluster2"
"X67805_614.374_8.819_NA;NCGC00168955-03![3-hydroxy-1-oxo-1-(2,3,4,5,6-pentahydroxyhexoxy)decan-5-yl] 3,5-dihydroxydecanoate","cluster2"
"X67760_619.33_8.826_NA","cluster2"
"X67736_597.347_8.822_NA","cluster2"
"X40635_375.236_5.592_NA","cluster2"
"X42714_419.262_5.764_NA","cluster2"
"X41268_373.221_5.645_NA","cluster2"
"X48427_433.277_6.34_NA","cluster2"
"X49348_477.303_6.448_NA","cluster2"
"X55096_535.345_7.113_NA","cluster2"
"X49489_426.306_6.457_NA","cluster2"
"X59950_549.36_7.726_NA","cluster2"
"X48093_428.321_6.336_NA","cluster2"
"X48332_411.295_6.331_NA","cluster2"
"X64377_603.45_8.33_NA","cluster2"
"X15087_354.154_3.373_NA","cluster2"
"X41986_423.201_5.793_NA","cluster2"
"X21728_409.149_4.037_NA","cluster2"
"X43644_375.18_5.848_NA","cluster2"
"X25753_439.159_4.329_NA","cluster2"
"X34054_435.164_5.032_NA","cluster2"
"X53713_289.179_6.945_NA","cluster2"
"X50694_307.19_6.68_NA","cluster2"
"X58125_405.19_7.407_NA","cluster2"
"X24770_340.139_4.163_NA","cluster2"
"X58921_335.185_7.561_NA","cluster2"
"X41387_412.196_5.601_NA","cluster2"
"X55171_405.19_7.044_NA","cluster2"
"X38057_344.17_5.368_NA","cluster2"
"X44946_426.211_5.909_NA","cluster2"
"X43939_365.159_5.871_NA","cluster2"
"X39119_393.154_5.499_NA","cluster2"
"X36385_411.165_5.291_NA","cluster2"
"X42664_309.133_5.695_NA","cluster2"
"X40125_428.191_5.546_NA","cluster2"
"X23336_307.164_4.026_NA","cluster2"
"X32921_418.171_4.928_NA","cluster2"
"X53329_349.201_6.89_NA","cluster2"
"X52447_393.19_6.708_NA;Spectral Match to 13,14-Dihydro-15-ketoprostaglandin D1 from NIST14","cluster2"
"X49913_337.164_6.551_NA","cluster2"
"X44833_395.17_5.951_NA","cluster2"
"X61817_267.159_8.002_NA","cluster2"
"X82448_262.143_10.583_NA","cluster2"
"X88636_495.383_11.749_NA","cluster2"
"X49391_365.196_6.451_NA","cluster2"
"X53903_381.191_6.968_NA","cluster2"
"X48452_235.133_6.345_NA;RH65_2_S01_F9","cluster2"
"X47723_379.175_6.247_NA","cluster2"
"X56750_261.148_7.337_NA","cluster2"
"X51779_345.169_6.713_NA","cluster2"
"X53245_207.138_6.883_NA","cluster2"
"X54074_291.158_6.969_NA","cluster2"
"X52923_335.185_6.763_NA","cluster2"
"X47189_381.191_6.243_NA","cluster2"
"X47725_410.216_6.408_NA","cluster2"
"X50096_377.195_6.524_NA","cluster2"
"X54351_351.18_7.025_NA","cluster2"
"X55059_419.206_7.109_NA","cluster2"
"X42339_442.207_5.824_NA","cluster2"
"X34446_379.138_5.018_NA","cluster2"
"X55837_437.216_7.204_NA","cluster2"
"X48050_360.253_6.294_NA","cluster2"
"X91955_626.514_12.911_NA;Contaminant vial septum ThermoFisher C5000-44B","cluster2"
"X91967_648.496_12.918_NA","cluster2"
"X60911_368.206_7.461_NA","cluster2"
"X4374_381.129_2.011_NA","cluster2"
"X91530_722.526_12.779_NA","cluster2"
"X91788_705.5_12.816_NA","cluster2"
"X92206_722.527_12.991_NA","cluster2"
"X88402_722.526_11.626_NA","cluster2"
"X90077_723.531_12.206_NA","cluster2"
"X85066_746.557_10.894_NA;DGCC (38:7)","cluster2"
"X56671_375.179_7.384_NA","cluster2"
"X58789_241.143_7.579_NA","cluster2"
"X74276_298.274_9.697_NA","cluster2"
"X74284_280.263_9.696_NA","cluster2"
"X88050_383.33_11.525_NA","cluster2"
"X87322_540.464_11.314_NA","cluster2"
"X55448_412.246_7.166_Spectral Match to 1-Decanoyl-2-hydroxy-sn-glycero-3-phosphocholine from NIST14;Spectral Match to HEPC from NIST14","cluster2"
"X89428_572.467_12.014_NA","cluster2"
"X86790_563.467_11.185_NA","cluster2"
"X71068_641.26_9.326_NA","cluster2"
"X40215_311.148_5.402_NA;Massbank:NA000815 Artemisinin","cluster2"
"X40316_430.207_5.559_NA","cluster2"
"X31479_372.165_4.835_NA","cluster2"
"X51024_349.164_6.63_NA","cluster2"
"X58168_438.248_7.497_NA","cluster2"
"X30442_418.171_4.674_NA","cluster2"
"X41499_458.202_5.716_NA","cluster2"
"X51871_468.222_6.723_NA","cluster2"
"X49859_456.222_6.612_NA","cluster2"
"X66950_281.174_8.698_NA","cluster2"
"X68406_237.148_8.927_NA","cluster2"
"X71504_305.174_9.35_NA","cluster2"
"X68563_305.174_9.037_NA","cluster2"
"X55704_410.216_7.303_NA","cluster2"
"X80290_247.169_10.244_NA","cluster2"
"X56252_309.133_7.222_NA","cluster2"
"X17939_242.102_3.701_NA","cluster2"
"X24440_309.144_4.216_NA","cluster2"
"X43700_484.217_5.85_NA","cluster2"
"X37708_432.187_5.253_NA","cluster2"
"X42406_472.218_5.735_NA","cluster2"
"X48064_295.153_6.162_NA","cluster2"
"X48495_249.148_6.34_NA","cluster2"
"X48308_279.159_6.256_NA;Massbank:NA003094 (+)-Costunolide|Costunolide|(3aS,6E,10E,11aR)-6,10-dimethyl-3-methylidene-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-2-one","cluster2"
"X47586_423.201_6.323_NA","cluster2"
"X47963_303.158_6.367_NA","cluster2"
"X46333_377.196_6.103_NA","cluster2"
"X56107_223.133_7.233_NA","cluster2"
"X52213_389.195_6.76_NA","cluster2"
"X48486_405.19_6.363_NA","cluster2"
"X64829_261.148_8.269_NA","cluster2"
"X45388_391.175_6.008_NA","cluster2"
"X54347_275.139_7.051_NA","cluster2"
"X54030_377.195_6.977_NA","cluster2"
"X45597_333.169_6.028_NA","cluster2"
"X58472_303.158_7.516_NA","cluster2"
"X46182_353.159_6.008_NA","cluster2"
"X61841_417.19_7.969_NA","cluster2"
"X51690_293.138_6.701_NA","cluster2"
"X48178_319.154_6.309_NA","cluster2"
"X48275_309.133_6.32_NA","cluster2"
"X48208_277.143_6.352_NA","cluster2"
"X47874_377.195_6.333_NA","cluster2"
"X47738_351.18_6.341_NA","cluster2"
"X53115_412.284_6.868_NA","cluster2"
"X48314_291.158_6.326_NA","cluster2"
"X47437_365.196_6.217_NA","cluster2"
"X48600_253.143_6.359_NA","cluster2"
"X49212_391.175_6.432_NA","cluster2"
"X47524_335.185_6.131_NA","cluster2"
"X51502_321.169_6.754_NA","cluster2"
"X51544_347.185_6.694_NA","cluster2"
"X51517_349.201_6.683_NA","cluster2"
"X46379_351.18_6.071_NA","cluster2"
"X92567_318.886_13.324_NA","cluster2"
"X48333_347.185_6.361_NA","cluster2"
"X55852_347.185_7.205_NA","cluster2"
"X57015_291.159_7.344_NA","cluster2"
"X47480_309.169_6.19_NA","cluster2"
"X49055_335.185_6.474_NA","cluster2"
"X53538_331.19_7.095_NA","cluster2"
"X51425_253.143_6.672_NA","cluster2"
"X16477_411.128_3.509_NA","cluster2"
"X51367_375.18_6.663_NA","cluster2"
"X52146_335.148_6.751_NA","cluster2"
"X51118_291.159_6.641_NA","cluster2"
"X44027_336.18_5.88_NA","cluster2"
"X54206_303.158_7.043_NA","cluster2"
"X61606_291.158_7.939_NA","cluster2"
"X50449_361.164_6.57_NA","cluster2"
"X53848_277.143_6.957_NA","cluster2"
"X45085_410.216_5.912_NA","cluster2"
"X28630_383.134_4.569_NA","cluster2"
"X30357_325.128_4.712_NA","cluster2"
"X59408_333.169_7.709_NA","cluster2"
"X49547_438.211_6.509_NA","cluster2"
"X44936_351.144_5.829_NA","cluster2"
"X65176_335.185_8.435_NA","cluster2"
"X64066_450.247_8.281_NA","cluster2"
"X49100_295.153_6.465_NA","cluster2"
"X48269_267.159_6.37_NA;NCGC00381022-01_C15H22O5_2H-Cyclohepta[b]furan-7-propanoic acid, octahydro-8-hydroxy-6,8-dimethyl-3-methylene-2-oxo-, (3aS,6S,8aR)-","cluster2"
"X48319_356.206_6.394_NA","cluster2"
"X54268_349.164_6.854_NA","cluster2"
"X51173_354.191_6.646_NA","cluster2"
"X49355_335.148_6.484_NA","cluster2"
"X55287_428.228_7.137_NA","cluster2"
"X49877_421.185_6.515_NA","cluster2"
"X51737_307.153_6.708_NA","cluster2"
"X59617_309.169_7.669_NA","cluster2"
"X58589_319.153_7.525_NA","cluster2"
"X44258_293.138_5.937_NA","cluster2"
"X45175_370.186_5.875_NA","cluster2"
"X41680_423.164_5.731_NA","cluster2"
"X54179_333.169_6.974_NA","cluster2"
"X46154_365.159_6.103_NA","cluster2"
"X47407_414.212_6.168_NA","cluster2"
"X49480_349.164_6.316_NA","cluster2"
"X47138_393.19_6.215_NA","cluster2"
"X52371_382.185_6.779_NA","cluster2"
"X55510_319.153_7.208_NA","cluster2"
"X43624_311.148_5.914_NA","cluster2"
"X54462_391.211_7.026_NA","cluster2"
"X48115_363.18_6.225_NA","cluster2"
"X52246_303.158_6.721_NA","cluster2"
"X44629_421.185_5.932_NA","cluster2"
"X87474_534.283_11.364_NA","cluster2"
"X83002_641.42_10.655_NA","cluster2"
"X88997_585.247_11.867_NA;(2E)-6-{13,17-dihydroxy-7,7,12,16-tetramethyl-6-[(3,4,5-trihydroxyoxan-2-yl)oxy]pentacyclo[9.7.0.0�,�.0�,?.0��,�?]octadecan-15-yl}-2-methylhept-2-enoic acid","cluster2"
"X92318_623.409_13.054_NA","cluster2"
"X53212_337.164_6.868_NA","cluster2"
"X42387_395.17_5.676_NA","cluster2"
"X62110_275.164_8.004_NA;asterolide","cluster2"
"X61818_323.185_7.898_NA","cluster2"
"X44031_409.185_5.884_NA","cluster2"
"X49932_381.191_6.594_NA","cluster2"
"X57855_349.164_7.454_NA","cluster2"
"X49444_307.153_6.46_NA","cluster2"
"X44824_393.154_5.852_NA","cluster2"
"X52287_377.195_6.76_NA","cluster2"
"X49936_379.175_6.611_NA","cluster2"
"X51845_221.117_6.718_NA;NCGC00380971-01_C17H28O3_(1R,2R,4aS,8aS)-2-[(2R)-2-Hydroxybutyl]-1,3-dimethyl-1,2,4a,5,6,7,8,8a-octahydro-1-naphthalenecarboxylic acid","cluster2"
"X46389_325.164_6.182_NA","cluster2"
"X54788_265.143_6.963_NA","cluster2"
"X47961_337.164_6.207_NA","cluster2"
"X43611_383.17_5.859_NA","cluster2"
"X54409_307.153_6.883_NA","cluster2"
"X54791_205.122_7.07_NA","cluster2"
"X46481_349.164_5.984_NA","cluster2"
"X52710_295.153_6.823_NA","cluster2"
"X53261_305.138_6.882_NA","cluster2"
"X51529_333.169_6.684_NA","cluster2"
"X53122_426.212_6.824_NA","cluster2"
"X45453_368.17_5.877_NA","cluster2"
"X42355_379.175_5.898_NA","cluster2"
"X42831_428.191_5.854_NA","cluster2"
"X57914_333.169_7.461_NA","cluster2"
"X59336_407.206_7.599_NA","cluster2"
"X21911_309.144_3.796_NA","cluster2"
"X28845_409.149_4.694_NA","cluster2"
"X49697_426.212_6.529_NA","cluster2"
"X38627_456.186_5.42_NA","cluster2"
"X36065_393.154_5.156_NA","cluster2"
"X88107_449.362_11.55_NA","cluster2"
"X88928_618.456_11.838_NA","cluster2"
"X77490_269.174_10.027_NA","cluster2"
"X69286_357.191_9.081_NA","cluster2"
"X5013_323.123_2.146_NA","cluster2"
"X1950_240.144_0.944_NA","cluster2"
"X5642_339.166_2.264_NA","cluster2"
"X812_296.135_0.638_NA","cluster2"
"X873_290.138_0.651_NA","cluster2"
"X38058_339.144_5.239_NA","cluster2"
"X47564_372.201_6.246_NA","cluster2"
"X30709_444.186_4.738_NA","cluster2"
"X45630_486.233_6.032_NA","cluster2"
"X46590_440.191_6.034_NA","cluster2"
"X16883_226.18_3.673_NA","cluster2"
"X44655_354.191_5.936_NA","cluster2"
"X36646_414.175_5.244_NA","cluster2"
"X28764_370.149_4.473_NA","cluster2"
